Course	Room	Teacher	Time	Students
692	HLL7	330	5	53 186 195 303 331 371 450 625 642 674 679 721 734 787 939 1007 1028 1030 1059 
181	HLL7	18	8	53 106 203 269 311 394 555 730 1174 
184	HLL6	76	4	54 185 453 659 872 975 1116 1150 1184 
386	HLS109	201	5	55 190 205 259 376 377 429 432 650 652 670 694 769 832 921 985 1088 1113 1163 
576	ROB7	68	1	56 77 769 859 860 868 1041 
406	STOAUD	317	29	57 94 346 785 
328	STOAUD	212	6	57 58 83 85 105 120 142 149 264 267 350 365 373 477 526 630 674 730 733 756 870 897 910 911 916 971 1029 1041 1087 1158 
395	HLS109	241	13	59 194 320 417 452 902 1148 1154 
516	STOAUD	194	17	61 187 189 256 353 402 558 559 685 703 833 928 980 1129 
5	HLS109	251	28	61 
572	ESTW309	267	9	62 145 246 361 412 661 681 1021 1098 
106	SHA410	188	9	63 96 109 393 511 569 586 587 697 773 908 968 1047 1157 
1	ROB7	239	4	63 570 723 
110	SHA410	62	17	64 
457	WDS	46	2	65 162 192 199 441 510 625 675 678 725 749 771 792 954 
479	HLL6	329	2	66 240 328 387 415 717 1044 1046 1165 
235	HLS108	195	25	69 79 348 435 494 744 1036 1047 
89	STOAUD	159	27	71 183 645 741 1000 1059 
547	STOAUD	8	16	71 106 230 343 491 601 671 709 741 742 798 810 841 953 977 1059 
500	STOAUD	137	11	71 148 248 332 340 355 367 410 506 551 645 664 672 697 709 893 998 1000 1054 1059 1140 1160 
134	HLS204	160	2	72 207 598 600 669 698 718 889 906 1008 1018 
408	HLS108	21	27	74 79 150 163 494 517 
292	SHA412	316	3	74 242 603 646 720 
620	SHA412	71	7	74 631 
59	STO207	196	18	75 780 802 
718	STO207	202	12	75 204 544 676 889 
717	CHSAUD	182	2	76 144 176 216 249 262 263 275 330 511 550 826 1024 1026 1161 
297	HLL6	38	1	76 121 153 436 456 501 573 576 669 675 754 758 771 
267	HLS108	116	20	76 121 249 326 348 716 724 782 951 1037 1042 
610	SHA410	179	14	77 533 620 763 983 
305	ESTW309	67	3	78 89 142 143 201 508 513 610 755 870 925 1120 
3	UN114	99	10	78 385 407 
238	HLS108	232	17	79 107 217 275 350 517 549 665 791 878 964 1049 
535	HLL7	174	7	81 207 227 269 299 350 415 639 642 684 790 844 1021 1065 
411	HLS108	56	19	82 183 231 292 307 319 505 797 995 1038 1085 
24	HLS109	23	9	83 156 266 344 476 497 545 556 624 632 674 761 784 903 917 1181 
115	CHS101	97	2	84 131 133 149 155 190 206 212 223 255 354 399 530 579 590 638 650 702 726 818 829 921 989 1041 1057 1105 
360	ESTW309	124	5	86 89 132 143 214 228 276 310 401 485 540 676 742 827 839 1034 
454	ESTW309	290	1	86 89 123 145 246 275 294 320 389 540 615 655 661 681 695 742 788 815 852 900 1034 1056 1109 1112 1159 1180 
436	HLS108	297	8	87 183 187 189 231 281 292 307 319 474 528 577 707 797 859 889 932 995 1038 1083 1085 
416	CHSAUD	169	3	88 168 310 709 799 956 1158 
163	ESTW309	82	4	88 120 125 140 219 284 349 350 367 654 676 873 958 976 1098 1172 
615	STOAUD	134	9	89 155 161 166 192 239 243 277 296 357 415 623 638 659 704 705 807 846 961 1042 1074 1080 1163 
611	STOAUD	251	20	90 180 299 559 577 586 685 756 863 1138 
344	SHA410	248	2	91 107 108 152 196 393 418 484 490 499 533 538 572 666 763 773 800 864 877 879 887 908 909 915 971 997 1047 1127 1156 
62	SHA410	87	4	91 108 113 137 157 198 241 379 418 522 565 710 712 749 810 833 884 929 983 1011 1068 1164 
128	SHA410	87	11	93 102 347 435 666 1144 1176 
560	SHA410	54	13	93 327 459 994 1135 
466	CHSAUD	266	1	94 254 340 341 370 447 448 486 503 527 614 630 726 919 934 950 1016 
438	CHSAUD	323	12	95 101 1050 
669	HLS108	224	10	95 126 151 153 169 306 411 475 480 508 514 521 552 648 660 894 1001 1025 1086 1118 
732	SHA217	68	6	97 171 319 1179 
224	HLL7	18	6	98 165 182 213 232 235 366 372 430 502 504 598 663 1088 
731	HLL6	228	5	99 128 194 298 892 1098 
84	HLL7	143	9	100 119 311 323 442 560 730 
268	SHA410	54	8	102 113 321 376 379 383 478 666 712 858 909 923 1089 1145 
662	SHA410	248	12	102 548 556 572 781 1149 
239	UN114	133	3	104 108 234 274 295 374 391 410 497 510 516 589 615 666 753 779 781 812 911 922 1081 
236	HLL112	74	1	109 130 268 309 468 492 613 658 774 833 951 
377	CHSAUD	323	6	112 134 168 291 751 799 890 959 1072 
352	CHSAUD	182	7	112 266 290 333 485 743 856 955 986 1071 
319	UN114	238	5	114 483 558 806 821 922 1031 1139 1149 1155 
631	SHAAUD	225	7	115 147 159 196 208 261 283 395 439 477 518 519 589 664 668 692 697 698 742 836 883 977 985 1005 1033 1045 1174 
28	HLS108	145	22	117 358 595 657 677 865 903 935 1115 
641	STO207	196	23	118 
553	STO207	85	3	118 200 269 281 448 732 739 780 802 867 1003 
707	STO207	196	7	118 739 903 925 943 952 1169 
536	STO207	118	6	118 317 375 616 739 780 802 1003 1150 
495	HLL7	29	10	119 207 311 356 866 
199	STOAUD	239	23	122 135 151 479 688 745 910 1139 
355	WDS	83	7	124 224 425 453 492 590 754 966 1017 1039 1177 
375	STO207	185	1	124 274 316 525 627 663 672 781 817 828 853 
350	HLS108	88	21	128 176 249 330 348 451 498 670 993 996 
123	SHA412	170	2	129 225 334 835 907 
311	HLS109	241	8	130 221 253 258 328 348 392 546 553 759 768 898 929 1002 1076 
19	CHS101	160	5	130 235 245 260 444 487 511 519 747 828 954 966 1013 1027 1046 
118	ESTW309	110	11	132 136 540 654 878 994 1096 
557	CHSAUD	187	9	132 437 822 936 986 
127	WDS	127	4	133 165 188 272 282 436 502 702 713 823 978 
324	HLS109	189	25	135 221 976 
165	HLS109	105	27	135 
223	SHA412	170	5	141 222 1071 
133	SHA410	27	16	142 218 347 1063 
60	WDS	127	10	144 215 336 403 888 1170 
365	SHAAUD	192	4	146 147 235 245 395 431 444 460 518 519 543 575 673 698 709 798 883 918 934 977 985 1007 1016 1032 1033 1045 1143 
573	SHAAUD	296	5	147 247 356 406 410 431 477 518 522 539 543 567 779 798 816 913 918 934 953 1005 1012 1016 1045 1074 1117 1144 1176 
9	HLS108	281	24	150 161 446 451 996 1053 1082 
53	SHA217	36	7	154 
310	SHAAUD	199	11	159 
606	CHS101	180	6	160 345 667 763 817 852 873 963 1014 1038 
432	SHA410	54	15	160 619 946 962 
325	HLL112	48	3	166 380 486 591 807 836 
136	CHS101	132	10	167 790 984 
734	CHS101	112	12	172 329 
440	ESTW309	171	8	173 349 389 390 815 900 976 1056 1126 
612	STOAUD	205	25	175 234 464 470 515 703 1061 
52	STOAUD	304	22	175 256 464 552 553 577 703 915 1061 
147	SHA217	73	4	178 435 462 525 634 646 663 
482	GST102	294	3	186 
240	HLL6	329	6	186 446 790 
746	ESTW309	218	12	186 565 655 857 1159 1180 
378	STOAUD	207	28	187 256 426 577 833 
188	OBS	39	2	189 281 292 319 474 505 528 707 932 1085 
79	STO207	14	11	196 461 463 900 952 
26	WDS	113	6	197 229 273 414 495 517 723 876 885 1104 1125 
132	HLL112	320	2	197 337 465 592 715 732 755 808 844 897 1051 1147 
27	CHS101	151	8	201 677 705 772 1029 1163 
487	CHS101	78	4	209 355 404 406 466 506 513 708 772 791 832 838 888 953 1053 1117 1135 1159 
177	CHSAUD	17	10	217 743 793 940 
627	CHS101	112	9	220 223 438 735 
442	STOAUD	300	24	221 346 384 582 688 910 924 
679	SHAAUD	282	10	237 915 
665	CHSAUD	323	5	238 240 374 561 654 785 835 856 958 1102 1182 
741	STO207	196	9	241 309 719 749 800 964 1018 
283	SHA412	71	4	242 603 835 
533	HLL7	320	11	244 417 1130 
388	HLS204	15	1	245 387 477 567 651 665 691 757 917 1036 1051 1081 1095 1124 1178 
655	SHAAUD	50	8	247 522 567 913 1140 1144 
228	HLS109	237	17	253 349 392 627 639 983 
581	WDS	254	11	255 454 536 722 767 777 1157 
545	ESTW309	228	10	264 568 628 684 701 717 857 916 
433	ESTW309	61	7	264 281 361 390 514 569 608 620 634 788 849 862 932 1154 
158	ROB7	71	3	265 570 843 880 
144	GIACSWAN	165	1	266 302 465 482 548 562 564 648 805 978 998 
462	UN114	238	6	271 295 367 390 557 849 855 922 1052 1149 
492	HLS108	101	28	275 641 788 967 
407	ROB7	239	2	278 287 952 1151 1167 
217	STO14	146	1	283 425 590 635 650 723 762 894 999 1037 1063 
336	WDS	28	9	285 385 622 679 693 700 776 912 1093 1175 
197	HLS109	11	24	289 812 1019 
327	CHSAUD	98	4	291 539 641 751 769 799 860 967 982 1102 
290	HLS109	153	12	294 352 545 665 711 788 988 1097 1146 
439	WDS	61	3	297 324 594 618 656 728 738 1025 
443	HLS109	90	23	298 680 896 
277	CHSAUD	272	8	303 426 720 1051 1071 1078 
149	STO14	292	2	313 422 770 869 967 
175	HLS109	166	22	315 682 1169 
312	HLS109	237	14	318 328 474 553 881 898 1154 
401	STO207	14	14	326 415 636 1122 
251	HLS108	230	26	333 342 526 547 560 936 941 
629	SHA412	104	6	334 822 
253	STO14	146	3	349 778 1151 1167 
39	STOAUD	317	26	359 549 659 838 1139 
347	STOAUD	19	18	375 420 439 658 789 857 882 902 907 964 984 1044 
554	HLS109	19	21	384 616 1172 
613	STO207	202	13	402 643 792 943 
17	STOAUD	108	30	407 681 1096 
318	UN114	269	8	414 433 906 934 1099 1155 
93	SHA410	248	10	418 422 533 666 773 800 909 997 1068 
502	HLS109	259	20	419 425 803 1040 
214	HLS109	241	19	452 711 982 1169 
444	UN114	75	7	483 509 563 855 933 937 962 1027 1155 
580	CHSAUD	1	11	485 743 890 
474	HLS109	189	18	501 545 705 752 1078 
81	GST102	174	2	557 874 926 1177 
140	STO207	311	21	563 751 
102	HLS109	90	26	568 794 
736	STO207	311	22	583 
68	CHS101	180	11	607 796 
244	HLL107	320	2	643 
12	STO207	68	17	681 732 1180 
596	STO207	30	16	748 922 1075 
605	STO207	196	20	780 984 
249	UN114	133	12	855 
36	CHSAUD	17	13	890 
522	SHAAUD	199	9	893 949 
276	UN114	186	11	947 
